cluster_id,cluster_name,n_observations,pct_observations,silhouette_mean,silhouette_median,silhouette_min,silhouette_max,n_negative_silhouette,pct_negative_silhouette
0,cluster_0,82,0.9213483146067416,0.5968437321548229,0.6575775637484411,0.07360367975476853,0.7224114763838265,0,0.0
1,cluster_1,7,0.07865168539325842,0.5977797753696159,0.6839336963806141,0.28069196174787797,0.6974492732886439,0,0.0
