k3_cluster_id,k3_cluster_name,n_location_groups,pct_of_original_k2_broad_cluster,silhouette_mean,silhouette_median,pct_negative_silhouette,raw_mean_log_weekend_weekday_ratio,raw_median_log_weekend_weekday_ratio,z_mean_log_weekend_weekday_ratio,raw_mean_weekday_commute_peak_share,raw_median_weekday_commute_peak_share,z_mean_weekday_commute_peak_share,raw_mean_weekday_midday_share,raw_median_weekday_midday_share,z_mean_weekday_midday_share,raw_mean_weekend_midday_afternoon_share,raw_median_weekend_midday_afternoon_share,z_mean_weekend_midday_afternoon_share,raw_mean_log_summer_winter_ratio,raw_median_log_summer_winter_ratio,z_mean_log_summer_winter_ratio
0,cluster_0,28,0.34146341463414637,0.21650026287256394,0.20255673697753657,0.07142857142857142,-0.4816957915847402,-0.4283824319402622,-0.18624828572998325,0.32778969918560785,0.3388799884664734,-0.8255465488767867,0.30672075788396447,0.3009086544821332,0.5307851448440528,0.4963944684311784,0.4923754902228028,0.02436731880760406,0.6245651058167504,0.5915666799242281,0.007595530027193463
2,cluster_2,54,0.6585365853658537,0.3232393036387038,0.3450737701462069,0.0,-0.48046057757923966,-0.471391832502349,-0.18224729038012585,0.4146058902471972,0.4150762199906675,0.6386414774940619,0.2453898113370157,0.24931775044731735,-0.5856424363355617,0.48001435418464483,0.47893650850823566,-0.27498039920442335,0.4982581808733485,0.5246226532633986,-0.3676360578680727
