cluster_id,cluster_name,n_observations,pct_observations,cautious_characterization,mean_log_weekend_weekday_ratio,median_log_weekend_weekday_ratio,mean_weekday_commute_peak_share,median_weekday_commute_peak_share,mean_weekday_midday_share,median_weekday_midday_share,mean_weekend_midday_afternoon_share,median_weekend_midday_afternoon_share,mean_log_summer_winter_ratio,median_log_summer_winter_ratio
0,cluster_0,82,0.9213483146067416,broad mixed / less seasonal pattern,-0.48088235797136186,-0.44551315038559947,0.3849613372017765,0.387555968744034,0.2663320857676812,0.26624692287328194,0.48560756392736354,0.4853687811684045,0.5413873747564614,0.5560927351050715
1,cluster_1,7,0.07865168539325842,strongly seasonal / recreational-like pattern,0.2398444866428236,0.200232244945215,0.28041868849951507,0.2718792863091923,0.4091134054076439,0.4246329989668425,0.6058025791052989,0.6193379110955763,1.5664257428290895,1.5092235037934902
